variant_id,hand_pool,ce_pool,ce_weight,hand_weight,tie_break,candidate_k,status,avg_candidate_count,union_candidates,macro_recall@1,micro_recall@1,hit_any@1,macro_recall@3,micro_recall@3,hit_any@3,macro_recall@5,micro_recall@5,hit_any@5,macro_recall@10,micro_recall@10,hit_any@10,macro_recall@64,micro_recall@64,hit_any@64,macro_recall@500,micro_recall@500,hit_any@500
ce_0.75_hand_0.25_tie-min-source-rank_hand_dev_full_dev_o_s8_hand_feature_ranker_top500_candidates.json,round18/outputs/o_sparse/o_s8_hand_feature_ranker/dev_full_dev_o_s8_hand_feature_ranker_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,min_source_rank,500,diagnostic-only,500.0,43535,0.11764069264069264,0.0855397148676171,0.2727272727272727,0.23874458874458873,0.1934826883910387,0.461038961038961,0.29567099567099564,0.25661914460285135,0.5454545454545454,0.3681818181818182,0.329938900203666,0.6363636363636364,0.5607142857142857,0.5193482688391039,0.8311688311688312,0.6666666666666667,0.639511201629328,0.8896103896103896
ce_0.75_hand_0.25_tie-ce-rank-first_hand_dev_full_dev_o_s8_hand_feature_ranker_top500_candidates.json,round18/outputs/o_sparse/o_s8_hand_feature_ranker/dev_full_dev_o_s8_hand_feature_ranker_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,ce_rank_first,500,diagnostic-only,500.0,43535,0.11764069264069264,0.0855397148676171,0.2727272727272727,0.23874458874458873,0.1934826883910387,0.461038961038961,0.29567099567099564,0.25661914460285135,0.5454545454545454,0.3681818181818182,0.329938900203666,0.6363636363636364,0.5607142857142857,0.5193482688391039,0.8311688311688312,0.6666666666666667,0.639511201629328,0.8896103896103896
ce_0.75_hand_0.25_tie-hand-rank-first_hand_dev_full_dev_o_s8_hand_feature_ranker_top500_candidates.json,round18/outputs/o_sparse/o_s8_hand_feature_ranker/dev_full_dev_o_s8_hand_feature_ranker_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,hand_rank_first,500,diagnostic-only,500.0,43535,0.11764069264069264,0.0855397148676171,0.2727272727272727,0.23874458874458873,0.1934826883910387,0.461038961038961,0.29567099567099564,0.25661914460285135,0.5454545454545454,0.3681818181818182,0.329938900203666,0.6363636363636364,0.5607142857142857,0.5193482688391039,0.8311688311688312,0.6666666666666667,0.639511201629328,0.8896103896103896
ce_0.75_hand_0.25_tie-min-source-rank_hand_dev_full_dev_o_s10_wide_hand_feature_bm25_char_rrf_top1000_top500_candidates.json,round18/outputs/o_sparse/o_s10_wide_hand_feature_bm25_char_rrf_top1000/dev_full_dev_o_s10_wide_hand_feature_bm25_char_rrf_top1000_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,min_source_rank,500,diagnostic-only,500.0,43064,0.12186147186147185,0.09164969450101833,0.2922077922077922,0.23203463203463204,0.18737270875763748,0.44155844155844154,0.288961038961039,0.2505091649694501,0.5324675324675324,0.3699134199134199,0.3340122199592668,0.6363636363636364,0.5506493506493506,0.5112016293279023,0.7987012987012987,0.7090909090909091,0.6883910386965377,0.9025974025974026
ce_0.75_hand_0.25_tie-ce-rank-first_hand_dev_full_dev_o_s10_wide_hand_feature_bm25_char_rrf_top1000_top500_candidates.json,round18/outputs/o_sparse/o_s10_wide_hand_feature_bm25_char_rrf_top1000/dev_full_dev_o_s10_wide_hand_feature_bm25_char_rrf_top1000_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,ce_rank_first,500,diagnostic-only,500.0,43064,0.12186147186147185,0.09164969450101833,0.2922077922077922,0.23203463203463204,0.18737270875763748,0.44155844155844154,0.288961038961039,0.2505091649694501,0.5324675324675324,0.3699134199134199,0.3340122199592668,0.6363636363636364,0.5506493506493506,0.5112016293279023,0.7987012987012987,0.7090909090909091,0.6883910386965377,0.9025974025974026
ce_0.75_hand_0.25_tie-hand-rank-first_hand_dev_full_dev_o_s10_wide_hand_feature_bm25_char_rrf_top1000_top500_candidates.json,round18/outputs/o_sparse/o_s10_wide_hand_feature_bm25_char_rrf_top1000/dev_full_dev_o_s10_wide_hand_feature_bm25_char_rrf_top1000_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,hand_rank_first,500,diagnostic-only,500.0,43064,0.12186147186147185,0.09164969450101833,0.2922077922077922,0.23203463203463204,0.18737270875763748,0.44155844155844154,0.288961038961039,0.2505091649694501,0.5324675324675324,0.3699134199134199,0.3340122199592668,0.6363636363636364,0.5506493506493506,0.5112016293279023,0.7987012987012987,0.7090909090909091,0.6883910386965377,0.9025974025974026
ce_0.75_hand_0.25_tie-min-source-rank_hand_dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_pos16_top500_candidates.json,round18/outputs/o_sparse/o_s10_wide_hand_feature_bm25_char_round_robin_pos16/dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_pos16_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,min_source_rank,500,diagnostic-only,500.0,42872,0.11125541125541125,0.07739307535641547,0.24675324675324675,0.23149350649350647,0.18533604887983707,0.42207792207792205,0.29567099567099564,0.25661914460285135,0.5194805194805194,0.35898268398268396,0.319755600814664,0.6233766233766234,0.5725108225108225,0.5356415478615071,0.8311688311688312,0.6903679653679653,0.6639511201629328,0.9025974025974026
ce_0.75_hand_0.25_tie-ce-rank-first_hand_dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_pos16_top500_candidates.json,round18/outputs/o_sparse/o_s10_wide_hand_feature_bm25_char_round_robin_pos16/dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_pos16_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,ce_rank_first,500,diagnostic-only,500.0,42872,0.11125541125541125,0.07739307535641547,0.24675324675324675,0.23149350649350647,0.18533604887983707,0.42207792207792205,0.29567099567099564,0.25661914460285135,0.5194805194805194,0.35898268398268396,0.319755600814664,0.6233766233766234,0.5725108225108225,0.5356415478615071,0.8311688311688312,0.6903679653679653,0.6639511201629328,0.9025974025974026
ce_0.75_hand_0.25_tie-hand-rank-first_hand_dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_pos16_top500_candidates.json,round18/outputs/o_sparse/o_s10_wide_hand_feature_bm25_char_round_robin_pos16/dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_pos16_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,hand_rank_first,500,diagnostic-only,500.0,42872,0.11125541125541125,0.07739307535641547,0.24675324675324675,0.23149350649350647,0.18533604887983707,0.42207792207792205,0.29567099567099564,0.25661914460285135,0.5194805194805194,0.35898268398268396,0.319755600814664,0.6233766233766234,0.5725108225108225,0.5356415478615071,0.8311688311688312,0.6903679653679653,0.6639511201629328,0.9025974025974026
ce_0.75_hand_0.25_tie-min-source-rank_hand_dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_top1000_top500_candidates.json,round18/outputs/o_sparse/o_s10_wide_hand_feature_bm25_char_round_robin_top1000/dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_top1000_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,min_source_rank,500,diagnostic-only,500.0,42791,0.11125541125541125,0.07739307535641547,0.24675324675324675,0.23149350649350647,0.18533604887983707,0.42207792207792205,0.29567099567099564,0.25661914460285135,0.5194805194805194,0.35898268398268396,0.319755600814664,0.6233766233766234,0.5725108225108225,0.5356415478615071,0.8311688311688312,0.6896103896103897,0.6619144602851323,0.9025974025974026
ce_0.75_hand_0.25_tie-ce-rank-first_hand_dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_top1000_top500_candidates.json,round18/outputs/o_sparse/o_s10_wide_hand_feature_bm25_char_round_robin_top1000/dev_full_dev_o_s10_wide_hand_feature_bm25_char_round_robin_top1000_top500_candidates.json,round18/outputs/o_dense/o_d3x_cross_encoder_s8_top500_diag/dev_full_dev_full_dev_top500_s8_diag_strict_top500_candidates.json,0.75,0.25,ce_rank_first,500,diagnostic-only,500.0,42791,0.11125541125541125,0.07739307535641547,0.24675324675324675,0.23149350649350647,0.18533604887983707,0.42207792207792205,0.29567099567099564,0.25661914460285135,0.5194805194805194,0.35898268398268396,0.319755600814664,0.6233766233766234,0.5725108225108225,0.5356415478615071,0.8311688311688312,0.6896103896103897,0.6619144602851323,0.9025974025974026
